0.50, 0.98, 0.80, 0.88, 292, 7, 75, 79.16
0.51, 0.98, 0.79, 0.88, 291, 7, 76, 79.15
0.52, 0.98, 0.78, 0.87, 287, 7, 80, 79.29
0.53, 0.98, 0.78, 0.86, 285, 7, 82, 79.37
0.54, 0.98, 0.77, 0.86, 282, 7, 85, 79.52
0.55, 0.98, 0.76, 0.85, 279, 7, 88, 79.47
0.56, 0.98, 0.76, 0.85, 278, 7, 89, 79.56
0.57, 0.98, 0.75, 0.85, 276, 7, 91, 79.60
0.58, 0.98, 0.75, 0.85, 274, 7, 93, 79.62
0.59, 0.98, 0.75, 0.85, 274, 7, 93, 79.62
0.60, 0.98, 0.75, 0.85, 274, 7, 93, 79.62
0.61, 0.98, 0.74, 0.84, 273, 7, 94, 79.66
0.62, 0.98, 0.73, 0.84, 269, 6, 98, 80.05
0.63, 0.98, 0.73, 0.84, 268, 6, 99, 80.04
0.64, 0.98, 0.73, 0.84, 268, 6, 99, 80.04
0.65, 0.98, 0.73, 0.83, 267, 6, 100, 80.03
0.66, 0.98, 0.73, 0.83, 267, 6, 100, 80.03
0.67, 0.98, 0.72, 0.83, 266, 6, 101, 80.03
0.68, 0.98, 0.72, 0.83, 264, 6, 103, 80.05
0.69, 0.98, 0.72, 0.83, 264, 6, 103, 80.05
0.70, 0.98, 0.72, 0.83, 264, 6, 103, 80.05
0.71, 0.98, 0.72, 0.83, 263, 6, 104, 80.13
0.72, 0.98, 0.71, 0.83, 262, 6, 105, 80.10
0.73, 0.98, 0.70, 0.82, 257, 6, 110, 80.15
0.74, 0.98, 0.69, 0.81, 254, 6, 113, 80.17
0.75, 0.98, 0.69, 0.81, 252, 6, 115, 80.16
0.76, 0.98, 0.68, 0.80, 249, 6, 118, 80.22
0.77, 0.98, 0.68, 0.80, 248, 5, 119, 80.51
0.78, 0.98, 0.67, 0.79, 245, 5, 122, 80.58
0.79, 0.98, 0.66, 0.79, 243, 5, 124, 80.60
0.80, 0.98, 0.65, 0.78, 239, 5, 128, 80.65
0.81, 0.98, 0.65, 0.78, 238, 4, 129, 80.99
0.82, 0.98, 0.64, 0.77, 234, 4, 133, 81.13
0.83, 0.98, 0.62, 0.76, 229, 4, 138, 81.16
0.84, 0.98, 0.62, 0.76, 227, 4, 140, 81.15
0.85, 0.98, 0.61, 0.75, 223, 4, 144, 81.30
0.86, 0.98, 0.60, 0.74, 220, 4, 147, 81.39
0.87, 0.98, 0.57, 0.73, 211, 4, 156, 81.54
0.88, 0.99, 0.56, 0.72, 206, 3, 161, 82.03
0.89, 1.00, 0.55, 0.71, 203, 1, 164, 82.89
0.90, 1.00, 0.55, 0.71, 201, 1, 166, 83.01
0.91, 0.99, 0.52, 0.69, 192, 1, 175, 83.24
0.92, 1.00, 0.50, 0.67, 184, 0, 183, 83.80
0.93, 1.00, 0.49, 0.66, 180, 0, 187, 83.87
0.94, 1.00, 0.47, 0.64, 172, 0, 195, 84.13
0.95, 1.00, 0.44, 0.61, 160, 0, 207, 84.43
0.96, 1.00, 0.40, 0.57, 148, 0, 219, 84.58
0.97, 1.00, 0.36, 0.53, 131, 0, 236, 84.99
0.98, 1.00, 0.29, 0.45, 108, 0, 259, 85.19
0.99, 1.00, 0.17, 0.29, 61, 0, 306, 85.69
