0.50, 0.98, 0.95, 0.96, 348, 7, 19, 79.33
0.51, 0.98, 0.95, 0.96, 348, 7, 19, 79.33
0.52, 0.98, 0.95, 0.96, 348, 7, 19, 79.33
0.53, 0.98, 0.95, 0.96, 348, 7, 19, 79.33
0.54, 0.98, 0.95, 0.96, 347, 7, 20, 79.34
0.55, 0.98, 0.94, 0.96, 346, 7, 21, 79.39
0.56, 0.98, 0.94, 0.96, 346, 7, 21, 79.39
0.57, 0.98, 0.94, 0.96, 346, 7, 21, 79.39
0.58, 0.98, 0.94, 0.96, 346, 7, 21, 79.39
0.59, 0.98, 0.94, 0.96, 344, 7, 23, 79.46
0.60, 0.98, 0.94, 0.96, 344, 7, 23, 79.46
0.61, 0.98, 0.94, 0.96, 344, 7, 23, 79.46
0.62, 0.98, 0.94, 0.96, 344, 7, 23, 79.46
0.63, 0.98, 0.94, 0.96, 344, 6, 23, 79.69
0.64, 0.98, 0.94, 0.96, 344, 6, 23, 79.69
0.65, 0.98, 0.94, 0.96, 344, 6, 23, 79.69
0.66, 0.98, 0.93, 0.96, 342, 6, 25, 79.75
0.67, 0.98, 0.93, 0.96, 342, 6, 25, 79.75
0.68, 0.98, 0.93, 0.96, 341, 6, 26, 79.81
0.69, 0.98, 0.92, 0.95, 339, 6, 28, 79.90
0.70, 0.98, 0.92, 0.95, 336, 6, 31, 79.93
0.71, 0.98, 0.91, 0.95, 335, 6, 32, 79.95
0.72, 0.98, 0.91, 0.94, 334, 6, 33, 79.98
0.73, 0.98, 0.90, 0.94, 331, 6, 36, 80.02
0.74, 0.98, 0.90, 0.94, 331, 6, 36, 80.02
0.75, 0.99, 0.90, 0.94, 329, 5, 38, 80.34
0.76, 0.98, 0.89, 0.94, 328, 5, 39, 80.38
0.77, 0.98, 0.89, 0.94, 327, 5, 40, 80.36
0.78, 0.98, 0.89, 0.93, 326, 5, 41, 80.37
0.79, 0.98, 0.88, 0.93, 324, 5, 43, 80.44
0.80, 0.98, 0.87, 0.93, 321, 5, 46, 80.44
0.81, 0.99, 0.86, 0.92, 316, 4, 51, 80.73
0.82, 0.99, 0.85, 0.92, 313, 4, 54, 80.70
0.83, 0.99, 0.83, 0.91, 306, 3, 61, 81.17
0.84, 0.99, 0.82, 0.90, 300, 3, 67, 81.34
0.85, 0.99, 0.80, 0.88, 292, 3, 75, 81.44
0.86, 0.99, 0.79, 0.88, 289, 3, 78, 81.57
0.87, 0.99, 0.78, 0.87, 285, 3, 82, 81.67
0.88, 0.99, 0.75, 0.85, 275, 3, 92, 81.84
0.89, 0.99, 0.73, 0.84, 269, 3, 98, 81.89
0.90, 0.99, 0.71, 0.83, 261, 3, 106, 82.02
0.91, 0.99, 0.70, 0.82, 256, 2, 111, 82.42
0.92, 0.99, 0.68, 0.81, 249, 2, 118, 82.71
0.93, 0.99, 0.67, 0.80, 247, 2, 120, 82.70
0.94, 1.00, 0.64, 0.78, 236, 1, 131, 83.31
0.95, 1.00, 0.60, 0.75, 221, 0, 146, 84.05
0.96, 1.00, 0.57, 0.73, 210, 0, 157, 84.28
0.97, 1.00, 0.54, 0.70, 197, 0, 170, 84.41
0.98, 1.00, 0.49, 0.66, 179, 0, 188, 84.90
0.99, 1.00, 0.38, 0.55, 140, 0, 227, 86.07
