0.50, 0.98, 0.93, 0.96, 341, 6, 26, 79.43
0.51, 0.98, 0.93, 0.95, 340, 6, 27, 79.46
0.52, 0.98, 0.92, 0.95, 338, 6, 29, 79.50
0.53, 0.98, 0.92, 0.95, 336, 6, 31, 79.56
0.54, 0.98, 0.90, 0.94, 332, 6, 35, 79.62
0.55, 0.98, 0.89, 0.94, 328, 6, 39, 79.71
0.56, 0.98, 0.89, 0.93, 325, 6, 42, 79.73
0.57, 0.98, 0.88, 0.93, 323, 6, 44, 79.81
0.58, 0.98, 0.87, 0.93, 321, 6, 46, 79.83
0.59, 0.98, 0.87, 0.92, 320, 6, 47, 79.84
0.60, 0.98, 0.86, 0.92, 316, 6, 51, 79.96
0.61, 0.98, 0.86, 0.91, 314, 6, 53, 79.95
0.62, 0.98, 0.84, 0.91, 310, 5, 57, 80.17
0.63, 0.98, 0.84, 0.91, 310, 5, 57, 80.17
0.64, 0.98, 0.84, 0.91, 308, 5, 59, 80.25
0.65, 0.98, 0.84, 0.90, 307, 5, 60, 80.30
0.66, 0.98, 0.83, 0.90, 306, 5, 61, 80.29
0.67, 0.98, 0.83, 0.90, 304, 5, 63, 80.38
0.68, 0.98, 0.82, 0.89, 300, 5, 67, 80.46
0.69, 0.98, 0.81, 0.89, 298, 5, 69, 80.54
0.70, 0.98, 0.81, 0.89, 296, 5, 71, 80.54
0.71, 0.98, 0.80, 0.88, 293, 5, 74, 80.54
0.72, 0.98, 0.80, 0.88, 293, 5, 74, 80.54
0.73, 0.98, 0.80, 0.88, 292, 5, 75, 80.55
0.74, 0.98, 0.80, 0.88, 292, 5, 75, 80.55
0.75, 0.98, 0.78, 0.87, 287, 5, 80, 80.71
0.76, 0.98, 0.77, 0.87, 284, 5, 83, 80.69
0.77, 0.99, 0.77, 0.87, 283, 4, 84, 80.98
0.78, 0.99, 0.76, 0.86, 280, 3, 87, 81.38
0.79, 0.99, 0.76, 0.86, 279, 3, 88, 81.41
0.80, 0.99, 0.75, 0.85, 276, 3, 91, 81.47
0.81, 0.99, 0.74, 0.85, 273, 3, 94, 81.65
0.82, 0.99, 0.73, 0.84, 269, 3, 98, 81.63
0.83, 0.99, 0.73, 0.84, 268, 3, 99, 81.63
0.84, 0.99, 0.72, 0.83, 264, 2, 103, 82.05
0.85, 0.99, 0.71, 0.82, 259, 2, 108, 82.13
0.86, 1.00, 0.68, 0.81, 248, 1, 119, 82.50
0.87, 1.00, 0.67, 0.80, 246, 1, 121, 82.51
0.88, 1.00, 0.65, 0.78, 237, 1, 130, 82.60
0.89, 1.00, 0.63, 0.78, 233, 1, 134, 82.74
0.90, 1.00, 0.62, 0.76, 226, 1, 141, 82.92
0.91, 1.00, 0.58, 0.74, 214, 1, 153, 83.01
0.92, 1.00, 0.55, 0.71, 202, 1, 165, 83.11
0.93, 1.00, 0.52, 0.69, 192, 0, 175, 83.78
0.94, 1.00, 0.50, 0.67, 183, 0, 184, 84.06
0.95, 1.00, 0.46, 0.63, 167, 0, 200, 84.44
0.96, 1.00, 0.41, 0.58, 150, 0, 217, 84.87
0.97, 1.00, 0.37, 0.54, 135, 0, 232, 85.10
0.98, 1.00, 0.33, 0.49, 120, 0, 247, 85.68
0.99, 1.00, 0.25, 0.40, 92, 0, 275, 86.23
