0.50, 0.99, 0.82, 0.90, 256, 2, 56, 80.72
0.51, 0.99, 0.81, 0.89, 253, 2, 59, 80.76
0.52, 0.99, 0.81, 0.89, 252, 2, 60, 80.82
0.53, 0.99, 0.80, 0.89, 251, 2, 61, 80.87
0.54, 0.99, 0.80, 0.89, 250, 2, 62, 80.87
0.55, 0.99, 0.79, 0.88, 248, 2, 64, 81.02
0.56, 0.99, 0.79, 0.88, 248, 2, 64, 81.02
0.57, 0.99, 0.79, 0.88, 248, 2, 64, 81.02
0.58, 0.99, 0.79, 0.88, 248, 2, 64, 81.02
0.59, 1.00, 0.79, 0.88, 248, 1, 64, 81.34
0.60, 1.00, 0.79, 0.88, 247, 1, 65, 81.36
0.61, 1.00, 0.79, 0.88, 247, 1, 65, 81.36
0.62, 1.00, 0.79, 0.88, 247, 1, 65, 81.36
0.63, 1.00, 0.79, 0.88, 245, 1, 67, 81.39
0.64, 1.00, 0.79, 0.88, 245, 1, 67, 81.39
0.65, 1.00, 0.78, 0.87, 243, 1, 69, 81.41
0.66, 1.00, 0.77, 0.87, 240, 1, 72, 81.62
0.67, 1.00, 0.76, 0.86, 236, 1, 76, 81.63
0.68, 1.00, 0.76, 0.86, 236, 1, 76, 81.63
0.69, 1.00, 0.73, 0.85, 229, 1, 83, 81.76
0.70, 1.00, 0.73, 0.84, 228, 1, 84, 81.83
0.71, 1.00, 0.72, 0.84, 225, 1, 87, 81.84
0.72, 1.00, 0.71, 0.83, 222, 1, 90, 81.90
0.73, 1.00, 0.70, 0.82, 218, 1, 94, 81.90
0.74, 1.00, 0.70, 0.82, 218, 1, 94, 81.90
0.75, 1.00, 0.69, 0.81, 215, 1, 97, 81.90
0.76, 1.00, 0.67, 0.80, 208, 1, 104, 81.85
0.77, 1.00, 0.66, 0.79, 206, 1, 106, 81.87
0.78, 1.00, 0.66, 0.79, 205, 1, 107, 81.85
0.79, 1.00, 0.65, 0.79, 203, 1, 109, 81.89
0.80, 1.00, 0.64, 0.78, 200, 1, 112, 81.83
0.81, 0.99, 0.63, 0.77, 197, 1, 115, 81.90
0.82, 0.99, 0.62, 0.77, 194, 1, 118, 81.88
0.83, 0.99, 0.62, 0.76, 192, 1, 120, 81.87
0.84, 0.99, 0.60, 0.75, 188, 1, 124, 81.74
0.85, 0.99, 0.60, 0.75, 187, 1, 125, 81.77
0.86, 0.99, 0.59, 0.74, 183, 1, 129, 81.72
0.87, 0.99, 0.58, 0.73, 180, 1, 132, 81.75
0.88, 0.99, 0.57, 0.73, 178, 1, 134, 81.90
0.89, 0.99, 0.56, 0.71, 174, 1, 138, 82.06
0.90, 0.99, 0.54, 0.70, 168, 1, 144, 82.32
0.91, 0.99, 0.52, 0.68, 161, 1, 151, 82.46
0.92, 0.99, 0.51, 0.67, 158, 1, 154, 82.64
0.93, 0.99, 0.48, 0.65, 149, 1, 163, 82.72
0.94, 0.99, 0.46, 0.63, 144, 1, 168, 82.70
0.95, 0.99, 0.45, 0.62, 141, 1, 171, 82.74
0.96, 0.99, 0.44, 0.61, 138, 1, 174, 82.83
0.97, 0.99, 0.42, 0.59, 132, 1, 180, 82.97
0.98, 0.99, 0.36, 0.53, 112, 1, 200, 82.98
0.99, 0.99, 0.25, 0.40, 79, 1, 233, 83.05
