0.50, 0.98, 0.91, 0.95, 285, 5, 27, 80.78
0.51, 0.99, 0.91, 0.95, 285, 4, 27, 81.06
0.52, 0.99, 0.91, 0.95, 285, 4, 27, 81.06
0.53, 0.99, 0.91, 0.95, 285, 4, 27, 81.06
0.54, 0.99, 0.91, 0.95, 284, 4, 28, 81.13
0.55, 0.99, 0.91, 0.95, 284, 4, 28, 81.13
0.56, 0.99, 0.90, 0.94, 282, 4, 30, 81.10
0.57, 0.99, 0.90, 0.94, 280, 4, 32, 81.14
0.58, 0.99, 0.90, 0.94, 280, 4, 32, 81.14
0.59, 0.99, 0.90, 0.94, 280, 4, 32, 81.14
0.60, 0.99, 0.89, 0.93, 277, 4, 35, 81.22
0.61, 0.99, 0.88, 0.93, 274, 4, 38, 81.43
0.62, 0.99, 0.88, 0.93, 274, 4, 38, 81.43
0.63, 0.99, 0.88, 0.93, 273, 4, 39, 81.47
0.64, 0.99, 0.87, 0.93, 272, 4, 40, 81.52
0.65, 0.99, 0.85, 0.91, 264, 4, 48, 81.46
0.66, 0.98, 0.84, 0.91, 262, 4, 50, 81.46
0.67, 0.98, 0.83, 0.90, 259, 4, 53, 81.42
0.68, 0.98, 0.82, 0.90, 257, 4, 55, 81.51
0.69, 0.99, 0.82, 0.89, 255, 3, 57, 81.87
0.70, 0.99, 0.81, 0.89, 254, 3, 58, 81.90
0.71, 0.99, 0.81, 0.89, 253, 3, 59, 81.93
0.72, 0.99, 0.80, 0.89, 251, 3, 61, 81.88
0.73, 0.99, 0.80, 0.89, 251, 3, 61, 81.88
0.74, 0.99, 0.80, 0.88, 250, 3, 62, 81.93
0.75, 0.99, 0.80, 0.88, 249, 3, 63, 81.92
0.76, 0.99, 0.79, 0.88, 248, 3, 64, 81.99
0.77, 0.99, 0.79, 0.88, 247, 3, 65, 82.12
0.78, 0.99, 0.79, 0.88, 245, 3, 67, 82.12
0.79, 0.99, 0.79, 0.88, 245, 3, 67, 82.12
0.80, 0.99, 0.78, 0.87, 244, 3, 68, 82.18
0.81, 0.99, 0.78, 0.87, 243, 3, 69, 82.25
0.82, 0.99, 0.77, 0.86, 239, 3, 73, 82.25
0.83, 0.99, 0.77, 0.86, 239, 3, 73, 82.25
0.84, 0.99, 0.76, 0.86, 237, 3, 75, 82.36
0.85, 0.99, 0.74, 0.85, 232, 3, 80, 82.60
0.86, 0.99, 0.74, 0.85, 231, 2, 81, 82.91
0.87, 0.99, 0.74, 0.85, 231, 2, 81, 82.91
0.88, 0.99, 0.73, 0.84, 229, 2, 83, 82.93
0.89, 0.99, 0.71, 0.83, 222, 2, 90, 83.25
0.90, 0.99, 0.70, 0.82, 217, 2, 95, 83.35
0.91, 0.99, 0.68, 0.81, 212, 2, 100, 83.45
0.92, 0.99, 0.66, 0.79, 207, 2, 105, 83.47
0.93, 1.00, 0.66, 0.79, 206, 1, 106, 83.85
0.94, 1.00, 0.64, 0.78, 201, 1, 111, 83.88
0.95, 0.99, 0.62, 0.77, 194, 1, 118, 83.99
0.96, 0.99, 0.60, 0.75, 188, 1, 124, 83.98
0.97, 0.99, 0.59, 0.74, 183, 1, 129, 84.04
0.98, 1.00, 0.54, 0.71, 170, 0, 142, 84.81
0.99, 1.00, 0.48, 0.65, 150, 0, 162, 85.41
